Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
HOMA-21-5,WA/BC,Homathko,HOMA,-124.85,50.93333333,46,0.392337735,136.2976373,161.9870885,29.46568218,29.15430473,9.845431322,1.214456387,4.463605849,5.004011742,5.741296093,0.120725712,NA,NA,232.1361718
HOMB-21-2,WA/BC,Homathko,HOMB,-124.9,50.95,37,NA,134.9021029,162.9908385,29.86037175,28.65389695,10.04920018,2.029217377,3.605575516,4.476036822,5.276459218,0.128828891,25.42339163,14.6525093,232.113042
HOMB-21-3,WA/BC,Homathko,HOMB,-124.9,50.95,37,NA,132.3711923,160.5826399,28.96165415,27.52696659,10.02059591,2.03517767,4.173131122,4.482124842,5.273892703,0.119146853,23.94059462,15.94284676,232.113042
HOMB-21-4,WA/BC,Homathko,HOMB,-124.9,50.95,37,NA,125.9254683,155.144917,27.0021456,24.8808837,9.823380627,1.533499995,4.455507326,5.26503891,5.504460141,0.116612864,21.72953021,14.29109235,232.113042
HOMC-21-1,WA/BC,Homathko,HOMC,-124.9546,51.2375,88,NA,122.1710144,148.4093303,24.68487498,23.44909132,9.284384054,2.026036521,4.637219478,4.660238716,5.664836718,0.111238664,NA,NA,230.3578974
HOMC-21-2,WA/BC,Homathko,HOMC,-124.9546,51.2375,88,0.396845342,133.2887758,163.5734851,30.10826968,27.95442965,10.26008728,2.032216845,4.739000419,4.99738445,5.741337273,0.112240459,NA,NA,230.3578974
HOMC-21-3,WA/BC,Homathko,HOMC,-124.9546,51.2375,88,NA,121.4230337,146.1820014,23.96555039,23.05959279,9.438531011,2.657984674,4.742126766,4.729546376,5.507204573,0.10958127,26.38324864,11.58402187,230.3578974
HOMC-21-4,WA/BC,Homathko,HOMC,-124.9546,51.2375,88,NA,126.9844343,156.2689956,27.47260285,25.25497277,9.350965504,2.026147148,4.461894182,4.748210785,5.510211238,0.11440822,NA,NA,230.3578974
HOMC-21-5,WA/BC,Homathko,HOMC,-124.9546,51.2375,88,0.400669896,122.582941,155.8317261,27.38199218,23.53065809,9.79731129,2.031054938,4.459224307,4.721181804,5.743658913,0.125423638,22.01294287,13.17767163,230.3578974
HOMD-21-1,WA/BC,Homathko,HOMD,-124.8503,51.2919,152,NA,119.3735183,146.6098468,24.17181223,22.30474519,9.564812516,1.793787753,4.744461822,5.000779131,5.745901274,0.116600572,23.91471626,14.35527142,230.2824016
HOMD-21-2,WA/BC,Homathko,HOMD,-124.8503,51.2919,152,NA,134.6793255,157.6737008,27.99888483,28.5250145,9.272171716,4.166241635,4.739550038,4.752449708,5.741576741,0.104552071,20.73469917,13.87913897,230.2824016
HOMD-21-3,WA/BC,Homathko,HOMD,-124.8503,51.2919,152,NA,127.6489709,156.3427757,27.45724794,25.77723917,9.886024832,1.799150752,5.02437502,5.004837642,5.744438728,0.122084065,19.39971468,11.54825683,230.2824016
HOMD-21-4,WA/BC,Homathko,HOMD,-124.8503,51.2919,152,NA,131.4240603,162.0663338,29.47499131,27.13341823,10.02772468,1.531070507,4.176644322,5.007732044,5.740744015,0.133207335,23.52439992,10.9014029,230.2824016
HOPF-27-1,WA/BC,Chilliwack,HOPF,-121.4333333,49.43333333,61,0.41420971,141.9369729,173.3927563,33.64826449,31.6675788,10.34117169,2.029860819,3.324610459,3.68056911,5.275875597,0.138679864,22.267352,15.97443806,236.9301659
HOPF-27-3,WA/BC,Chilliwack,HOPF,-121.4333333,49.43333333,61,0.405657851,130.1544267,160.2199439,28.89024134,26.57806799,10.23715038,1.534961296,3.889008083,3.92389001,5.507502527,0.128582002,NA,NA,236.9301659
HOPF-27-5,WA/BC,Chilliwack,HOPF,-121.4333333,49.43333333,61,NA,138.9097403,173.017941,33.65730746,30.36602354,9.671887373,2.027181707,2.190840193,3.154602869,4.558341601,0.137228148,25.49957683,15.26455134,236.9301659
HOPG-27-1,WA/BC,Chilliwack,HOPG,-121.5354,49.3725,500,0.39687411,129.6735028,NA,NA,26.44726619,9.647892903,2.029242115,4.456756337,4.7518879,5.74519264,0.125626426,NA,NA,237.0145898
HOPG-27-3,WA/BC,Chilliwack,HOPG,-121.5354,49.3725,500,0.401471282,124.5194216,157.0904224,27.60067699,24.36101766,9.233030358,2.029665381,3.8907229,4.21950029,5.742467357,0.11136805,25.11219405,13.92730383,237.0145898
HOPG-27-5,WA/BC,Chilliwack,HOPG,-121.5354,49.3725,500,NA,127.7316163,156.5783775,27.39991013,25.6373331,9.593419007,1.208777202,3.887534682,4.726468326,5.504192544,0.117810466,26.80410222,14.34706213,237.0145898
HRSO-27-1,WA/BC,Chilliwack,HRSO,-121.95,49.28333333,40,0.405348217,123.5120756,151.4891742,25.82767427,23.90367672,9.791638277,2.031365164,3.889992387,3.965017879,5.505904911,0.125540405,NA,NA,237.1383343
HRSO-27-2,WA/BC,Chilliwack,HRSO,-121.95,49.28333333,40,0.40867577,148.9941026,186.5041391,39.00073477,34.86624536,10.57001967,2.026125755,3.323689061,4.223338471,5.740931507,0.150739833,NA,NA,237.1383343
HRSO-27-3,WA/BC,Chilliwack,HRSO,-121.95,49.28333333,40,0.417917962,147.3456288,190.9403234,40.72376039,34.13029602,10.67539801,2.030547204,2.755990174,3.157026722,4.800775776,0.178802608,NA,NA,237.1383343
HRSO-27-4,WA/BC,Chilliwack,HRSO,-121.95,49.28333333,40,0.411462207,137.0639714,165.960688,30.90893853,29.4903105,9.275683305,2.029023957,2.754293288,3.412949046,5.04563701,0.119634277,NA,NA,237.1383343
HRSO-27-5,WA/BC,Chilliwack,HRSO,-121.95,49.28333333,40,0.408108328,134.6479949,164.9679345,30.58545991,28.38718054,9.271853998,1.800659008,2.75631129,3.405782878,4.800712482,0.125329012,NA,NA,237.1383343
HRSP-27-1,WA/BC,Chilliwack,HRSP,-121.85,49.23333333,30,0.4011205,130.3645008,156.7552925,27.54681441,26.71243924,10.27592991,2.028796634,3.326214282,3.925935136,5.27055259,0.121514201,21.86149178,15.45257239,237.2077238
HRSP-27-4,WA/BC,Chilliwack,HRSP,-121.85,49.23333333,30,NA,117.6662225,155.7142382,27.21935336,21.73304479,10.16606522,2.033633415,4.455392621,4.742068011,5.506516907,0.121955491,21.82327668,16.25228764,237.2077238
HRSP-27-5,WA/BC,Chilliwack,HRSP,-121.85,49.23333333,30,NA,126.6932821,153.3096742,26.34399799,25.24094262,9.985057033,2.363358755,4.176715707,4.753798287,5.74364076,0.118241772,NA,NA,237.2077238
KLNA-20-3,WA/BC,Klinaklini,KLNA,-125.5833333,51.11666667,30,0.419864564,121.5108748,162.321343,29.59026208,23.14043193,9.672058514,1.797693359,5.026056884,5.002852913,5.740774027,0.123275665,NA,NA,231.5255885
KLNA-20-4,WA/BC,Klinaklini,KLNA,-125.5833333,51.11666667,30,0.42020692,133.8284791,160.1373688,28.75252759,28.08606099,9.666123344,2.028664394,4.458652168,4.757769859,5.741848365,0.122861312,NA,NA,231.5255885
KLNA-20-5,WA/BC,Klinaklini,KLNA,-125.5833333,51.11666667,30,NA,126.8363531,155.3181364,27.09143266,25.26074879,9.927675617,1.081481131,4.743102227,4.751100122,5.745635584,0.118021126,NA,NA,231.5255885
KLNB-20-2,WA/BC,Klinaklini,KLNB,-125.7697,51.299,137,NA,135.7500821,167.9950176,31.64684626,28.9377202,9.918334954,2.040877389,4.177035488,4.729891073,5.507725216,0.139646285,NA,NA,230.2725483
KLNB-20-3,WA/BC,Klinaklini,KLNB,-125.7697,51.299,137,NA,134.7374907,164.6268936,30.48316349,28.49031173,9.730636506,1.795908059,4.743740415,5.258976566,5.504351031,0.116646579,NA,16.98345742,230.2725483
KLNC-20-2,WA/BC,Klinaklini,KLNC,-125.5534,51.5397,427,NA,106.5018408,126.6409199,18.14750135,17.73874366,8.127922453,1.082433258,4.458587177,5.003478598,5.505054073,0.090404117,24.61594081,15.43005807,229.9385075
KLND-20-1,WA/BC,Klinaklini,KLND,-125.5,51.56666667,427,0.413124819,115.4249938,139.7544308,21.93791606,21.03381804,9.203845809,2.045020018,4.17461384,4.750433913,5.745566679,0.10416492,23.79576023,16.91463373,229.9010834
KLND-20-2,WA/BC,Klinaklini,KLND,-125.5,51.56666667,427,NA,102.6163087,123.4042113,17.15623323,16.57462596,8.809590507,2.029613389,5.026297697,5.267694041,5.743829475,0.081697987,NA,NA,229.9010834
KLND-20-3,WA/BC,Klinaklini,KLND,-125.5,51.56666667,427,0.418495949,121.2328156,146.6139191,24.2356473,23.05980147,9.325425623,1.21599475,4.172881373,4.754721895,5.507029017,0.11346538,24.64028535,15.18072513,229.9010834
KLND-20-5,WA/BC,Klinaklini,KLND,-125.5,51.56666667,427,NA,106.2212764,125.6463913,17.85090727,17.65591656,8.295389622,2.029973171,5.022372995,5.003059451,5.745036178,0.074726046,NA,NA,229.9010834
KLNE-20-3,WA/BC,Klinaklini,KLNE,-125.5797,51.7336,427,NA,111.3953645,132.8954911,19.92346238,19.48154623,9.390213697,1.212798866,5.310531527,5.25576684,5.743459196,0.089212969,20.60610076,15.14373225,229.6694152
KLNE-20-4,WA/BC,Klinaklini,KLNE,-125.5797,51.7336,427,NA,113.7120213,137.9019835,21.42747987,20.27287439,8.450002142,2.027970066,4.742181782,4.749587892,5.744212112,0.087931704,NA,NA,229.6694152
KLNE-20-5,WA/BC,Klinaklini,KLNE,-125.5797,51.7336,427,0.400274267,119.466132,159.6147326,28.6430989,22.35728632,9.190239144,1.215812033,4.747037137,4.752301349,5.740481523,0.116749459,21.2203994,13.95264195,229.6694152
KLNG-20-1,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,0.408698717,138.1094341,173.2639116,33.80470783,30.00370542,9.547042998,1.531304385,5.022735231,5.261962749,5.741708672,0.131946999,NA,NA,230.2725483
KLNG-20-2,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,NA,129.9172169,158.1327129,28.23359719,26.53230491,9.639758151,1.212690638,4.745493295,4.75274602,5.738988247,0.119595069,NA,NA,230.2725483
KLNG-20-3,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,0.41206271,138.882978,171.4771259,33.05916235,30.29454894,10.14209722,2.029878612,5.029005672,5.003297868,5.744788561,0.143171061,24.4006555,16.71170613,230.2725483
KLNG-20-4,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,NA,129.1367181,156.2318949,27.45626868,26.19483877,9.29522993,1.532510766,4.743486609,5.001086142,5.743986538,0.108065291,21.36498966,15.30940753,230.2725483
KLNG-20-5,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,0.402847663,129.3249641,156.4713051,27.46785999,26.17065578,9.521528474,1.801998529,4.173152091,4.478702636,5.506060107,0.127539294,NA,NA,230.2725483
KLNG-20-6,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,0.388829486,128.9796914,156.2167722,27.4181724,26.12065056,9.70744219,1.118374083,5.02932676,4.997236976,5.661767249,0.124101692,NA,NA,230.2725483
KLNG-20-7,WA/BC,Klinaklini,KLNG,-125.7697,51.299,105,0.391444288,116.4645216,140.0688641,22.04195152,21.25379177,9.212383499,2.04268567,3.850715595,4.298495811,5.355103329,0.099009195,17.10643992,12.68379288,230.2725483
KTMA-12-1,WA/BC,Kitimat,KTMA,-128.5285,54.2551,122,0.399193299,121.4520882,146.2442175,24.06207176,23.13912496,9.756461786,1.289240866,3.45795078,4.296012875,5.670308298,0.114221661,NA,NA,219.745484
KTMA-12-2,WA/BC,Kitimat,KTMA,-128.5285,54.2551,122,NA,102.3721485,120.5480791,16.41878075,16.42416591,7.530292705,0.93812933,5.596396791,5.529619184,5.743552871,0.078772144,NA,NA,219.745484
KTMA-12-3,WA/BC,Kitimat,KTMA,-128.5285,54.2551,122,NA,105.7110585,125.3344215,17.65899418,17.51501324,8.594765701,1.799880699,5.309883437,5.260922647,5.741131082,0.099158453,NA,NA,219.745484
KTMA-12-4,WA/BC,Kitimat,KTMA,-128.5285,54.2551,122,0.427437159,122.5544518,147.9980221,24.48995289,23.55713531,9.55302071,1.292668104,4.741836485,4.625025668,5.361149726,0.119021962,NA,NA,219.745484
KTMB-12-1,WA/BC,Kitimat,KTMB,-128.5833333,54.15,61,NA,107.9220252,120.4927287,16.41953482,18.32614376,NA,1.122373773,5.597679146,5.522494548,5.742264591,0.046463509,NA,NA,219.8913406
KTMB-12-3,WA/BC,Kitimat,KTMB,-128.5833333,54.15,61,NA,94.21631329,122.4260841,16.8369031,13.99479943,8.135929962,1.085703816,5.02538571,5.257848305,5.742007556,0.063619805,NA,NA,219.8913406
KTMC-12-1,WA/BC,Kitimat,KTMC,-128.6833333,54.05,18,NA,105.5160405,125.835973,17.82197015,17.46420219,8.711725512,1.081573682,4.735136889,5.001607582,5.741311868,0.082205931,NA,NA,221.0301195
KTMC-12-2,WA/BC,Kitimat,KTMC,-128.6833333,54.05,18,0.393737538,116.8690609,140.448577,22.21103909,21.41307515,9.094813239,1.089680837,5.433262084,5.360016685,5.670211084,0.11219819,NA,NA,221.0301195
KTMC-12-3,WA/BC,Kitimat,KTMC,-128.6833333,54.05,18,NA,109.6406913,131.0430681,19.30967894,18.93692968,8.822511235,1.218005547,3.322840805,3.649669134,5.046799276,0.085251127,NA,NA,221.0301195
KTMC-12-5,WA/BC,Kitimat,KTMC,-128.6833333,54.05,18,NA,115.5804824,138.1012487,21.48955193,20.88540017,8.635998489,1.081209608,5.030513571,5.525409822,5.744200122,0.094975749,NA,NA,221.0301195
LILA-26-1,WA/BC,Harrison,LILA,-123.3859,50.6135,411,NA,120.398238,163.5495786,29.98597034,22.66254174,9.278092309,1.530832215,4.460207846,4.721714837,5.739240452,0.122105117,NA,NA,232.580033
LILA-26-2,WA/BC,Harrison,LILA,-123.3859,50.6135,411,NA,117.6034085,141.6348453,22.52529735,21.6104676,8.26601627,1.533896302,5.591574586,5.526983509,5.743148133,0.098428956,NA,NA,232.580033
LILA-26-3,WA/BC,Harrison,LILA,-123.3859,50.6135,411,0.401929999,130.8790156,159.0589318,28.33160031,26.78802066,8.995145864,1.53340303,4.743088093,4.746577768,5.747579428,0.124798399,NA,NA,232.580033
LILA-26-4,WA/BC,Harrison,LILA,-123.3859,50.6135,411,NA,117.3740926,139.8114496,21.95782643,21.61997089,8.618558445,1.536241402,5.594663162,5.530633209,5.740447833,0.091847998,27.65576297,15.52747292,232.580033
LILA-26-5,WA/BC,Harrison,LILA,-123.3859,50.6135,411,0.403567758,132.7089548,165.4308844,30.69811306,27.69123118,9.544953367,2.362538307,4.742969782,4.752188127,5.74446479,0.128669223,21.82480519,12.82976959,232.580033
LILB-26-1,WA/BC,Harrison,LILB,-123.2,50.55,274,NA,122.107077,149.1155996,24.99662853,23.43734958,9.681796483,2.028231524,5.313345802,5.260318659,5.741489054,0.11035415,20.75736325,15.72266094,232.6681576
LILB-26-3,WA/BC,Harrison,LILB,-123.2,50.55,274,0.409823434,125.6201641,152.0198597,25.97814461,24.71401545,9.307430004,2.025476258,4.248531783,5.006283983,5.664435277,0.116143448,NA,NA,232.6681576
LILB-26-4,WA/BC,Harrison,LILB,-123.2,50.55,274,0.395849784,123.1862821,155.2394968,27.15335657,23.8551516,9.550743936,1.531970779,3.892909535,4.482180954,5.745989409,0.124005008,NA,NA,232.6681576
LILB-26-5,WA/BC,Harrison,LILB,-123.2,50.55,274,0.392622056,118.1865662,144.6965655,23.56845073,21.92180004,9.349225403,2.034435082,4.73949176,5.000703079,5.7442537,0.11068838,NA,NA,232.6681576
LILC-26-1,WA/BC,Harrison,LILC,-123,50.5,271,0.379825463,145.9782502,180.807335,36.64621264,33.40545288,9.951214116,3.557150352,3.605899955,4.477678723,5.505751464,0.152007394,NA,NA,232.7375471
LILC-26-2,WA/BC,Harrison,LILC,-123,50.5,271,NA,117.7976697,141.0954141,22.39658388,21.76736791,9.026094574,3.35897044,3.846761174,4.29330872,5.664572967,0.095981073,NA,NA,232.7375471
LILC-26-3,WA/BC,Harrison,LILC,-123,50.5,271,0.395911723,125.8881793,153.0064896,26.26391247,24.77542446,9.450975392,1.705844491,5.027415748,5.255102697,5.744038066,0.118464843,NA,NA,232.7375471
LILC-26-4,WA/BC,Harrison,LILC,-123,50.5,271,NA,124.7070676,156.4249272,27.4314932,24.43820741,9.782333788,2.660166802,4.175242504,4.721708909,5.745483987,0.114514568,NA,NA,232.7375471
LILC-26-5,WA/BC,Harrison,LILC,-123,50.5,271,0.397965545,128.5946165,155.2692778,27.03793685,26.01184807,9.700003909,3.355734298,4.639439512,4.622756978,5.666999812,0.115645914,NA,NA,232.7375471
LILD-26-2,WA/BC,Harrison,LILD,-122.75,50.3,222,0.396705279,131.8548207,165.4119721,30.78230273,27.25127927,9.976933876,2.659117147,4.177427818,4.482847941,5.508055782,0.139863633,NA,NA,233.0151049
LILD-26-3,WA/BC,Harrison,LILD,-122.75,50.3,222,0.406434954,114.6929601,139.1818056,21.71805507,20.62585104,9.308893329,1.794713616,5.027551731,5.267698353,5.74330462,0.116222289,NA,NA,233.0151049
LILD-26-4,WA/BC,Harrison,LILD,-122.75,50.3,222,0.41107953,126.70891,154.2621011,26.71133232,25.14849922,9.594949535,3.343991656,4.460488359,4.723434098,5.504541115,0.116780227,22.29712217,15.62204842,233.0151049
LILD-26-5,WA/BC,Harrison,LILD,-122.75,50.3,222,0.422665731,124.5096574,150.4545692,25.48086156,24.310869,9.681674756,2.028237931,4.740860084,4.997485027,5.744585061,0.116995411,NA,NA,233.0151049
MCMN-27-2,WA/BC,Chilliwack,MCMN,-122.5833333,49.18333333,15,NA,117.9869351,141.4347905,22.34050969,21.90718677,9.719290171,1.798947839,3.605172682,3.967805286,5.741862651,0.107179215,NA,NA,238.2771132
MCMN-27-3,WA/BC,Chilliwack,MCMN,-122.5833333,49.18333333,15,NA,144.5226122,179.4246368,36.07722482,32.83265353,10.59659047,2.026599281,2.475359656,3.41010431,4.799022732,0.157504658,24.87356924,16.19219045,238.2771132
MCMN-27-4,WA/BC,Chilliwack,MCMN,-122.5833333,49.18333333,15,0.394053737,124.4962236,149.6148062,25.2015688,24.37851414,9.466541678,2.028071687,4.175397676,4.751727808,5.504016378,0.110756239,NA,NA,238.2771132
MCMN-27-5,WA/BC,Chilliwack,MCMN,-122.5833333,49.18333333,15,0.39805713,127.4601462,152.7523249,26.27545472,25.50906152,9.281732188,2.029945477,4.173989915,4.753265168,5.74478502,0.118107823,NA,NA,238.2771132
MTSM-27-1,WA/BC,Chilliwack,MTSM,-122.3333333,49.11666667,8,0.399500337,139.3402865,169.9865523,32.428503,30.49989814,10.06417846,2.033203292,3.03953643,3.650052324,5.273916399,0.116274035,NA,NA,238.3696325
MTSM-27-3,WA/BC,Chilliwack,MTSM,-122.3333333,49.11666667,8,0.405514723,130.8411739,158.1448851,28.08074208,26.88425437,8.684676941,1.799855171,3.041388649,3.961569045,5.049699375,0.10421655,NA,NA,238.3696325
NHTA-27-2,WA/BC,Chilliwack,NHTA,-121.5662,50.0006,213,0.415510553,118.0690002,141.5175393,22.40813734,21.90469047,9.275315521,2.025035609,5.59170728,5.524594259,5.743187794,0.106871823,NA,NA,234.7867642
NHTA-27-3,WA/BC,Chilliwack,NHTA,-121.5662,50.0006,213,NA,110.7424702,131.8300812,19.49337114,19.2898168,9.422528573,1.79641466,4.74479125,4.752391564,5.742975812,0.083518315,20.52982562,15.43544246,234.7867642
NHTA-27-4,WA/BC,Chilliwack,NHTA,-121.5662,50.0006,213,0.40809819,111.4080746,133.7532608,20.03264412,19.5038073,9.81779646,1.085600075,4.172504611,4.480160117,5.503816,0.096763021,24.11996812,14.78155495,234.7867642
NHTA-27-5,WA/BC,Chilliwack,NHTA,-121.5662,50.0006,213,NA,110.3832712,130.3909201,19.04465618,19.12339547,9.06721367,2.039918521,4.746441517,5.005012585,5.738280351,0.085375696,NA,NA,234.7867642
NHTB-27-1,WA/BC,Chilliwack,NHTB,-121.8166667,49.96666667,335,0.396631187,114.8357597,133.7250758,20.13783326,20.69645296,9.453905945,1.209292061,4.74303568,5.004533505,5.741437709,0.099883882,NA,NA,234.8338565
NHTB-27-3,WA/BC,Chilliwack,NHTB,-121.8166667,49.96666667,335,NA,115.7397387,140.6073881,22.23820287,20.99833365,8.784491862,1.081675361,5.025365904,5.006123855,5.746535875,0.10315118,25.8429985,16.21814705,234.8338565
NHTB-27-4,WA/BC,Chilliwack,NHTB,-121.8166667,49.96666667,335,0.40796123,117.2504365,140.6787142,22.25082535,21.61280564,9.299938387,1.799882446,5.024016495,5.000482654,5.744389089,0.100201573,18.9245904,13.84371496,234.8338565
SKWA-24-2,WA/BC,Skwawka,SKWA,-123.9833333,50.21666667,61,NA,141.8654227,180.7256808,36.51114417,31.55752688,10.28537888,1.283593545,4.246291393,4.655543518,5.666766754,0.143334835,NA,NA,234.4869092
SKWA-24-3,WA/BC,Skwawka,SKWA,-123.9833333,50.21666667,61,0.396710831,135.1392645,174.4433723,34.22110375,28.69040776,9.684156994,2.024034562,4.740347862,4.751557097,5.743832705,0.141209622,25.19297093,15.24767332,234.4869092
SKWA-24-4,WA/BC,Skwawka,SKWA,-123.9833333,50.21666667,61,NA,123.9777389,149.0340802,24.90695335,24.02624445,9.598801196,2.029922272,4.179013542,4.478689955,5.50514849,0.105758643,25.89504219,15.89806773,234.4869092
SKWA-24-5,WA/BC,Skwawka,SKWA,-123.9833333,50.21666667,61,0.407656213,137.3456974,178.568705,35.7269899,29.64859233,10.12246157,1.292646243,3.845115669,4.297878641,5.060078744,0.150698208,28.92447439,17.48226968,234.4869092
SKWB-24-2,WA/BC,Skwawka,SKWB,-124,50.23333333,115,NA,142.4843525,181.5475682,36.95404854,31.92081138,9.979465724,1.21251496,3.321945988,4.21943113,5.047027477,0.158432402,NA,NA,234.4637794
SKWB-24-3,WA/BC,Skwawka,SKWB,-124,50.23333333,115,NA,126.1000973,NA,NA,25.01797286,9.159606799,1.707256104,3.842865057,4.663140349,5.661297511,0.12227115,NA,NA,234.4637794
SKWB-24-5,WA/BC,Skwawka,SKWB,-124,50.23333333,115,0.398907821,127.9479427,166.7079647,31.2107624,25.76632748,9.637455237,1.705730303,4.245999884,4.659174287,5.664235223,0.134762214,NA,NA,234.4637794
SKWC-24-1,WA/BC,Skwawka,SKWC,-124.0245,50.2514,152,0.396486117,129.171257,159.6033131,28.58545846,26.20159404,9.110990432,1.536174366,3.605655371,4.483796715,5.502217636,0.125622469,26.44104824,16.8666655,233.4387067
SKWD-24-1,WA/BC,Skwawka,SKWD,-124.0245,50.2514,323,0.409743386,143.2625335,177.2843285,35.2895442,32.22775914,9.809181418,2.029075178,3.608913582,3.647056101,5.274861986,0.14144609,NA,NA,233.4387067
SKWD-24-3,WA/BC,Skwawka,SKWD,-124.0245,50.2514,323,NA,137.2517135,167.2940024,31.2750435,29.56572101,10.18380344,1.07719692,4.737790859,4.724331267,5.740923202,0.133445629,NA,NA,233.4387067
SKWD-24-4,WA/BC,Skwawka,SKWD,-124.0245,50.2514,323,NA,132.788142,166.5871762,31.20766148,27.70628511,9.623371119,1.705306053,4.456824483,4.997865611,5.506045034,0.13652122,22.58473532,16.42828149,233.4387067
SKWD-24-5,WA/BC,Skwawka,SKWD,-124.0245,50.2514,323,NA,118.5703281,143.3309709,23.08403749,22.07197943,9.229960458,1.287913751,4.635149647,5.002742945,5.666893875,0.103575036,NA,NA,233.4387067
