Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
BESC-855,WA/BC,Skykomish,Startup,-121.7872288,47.86150111,145.5,0.396337149,139.7218124,170.4563916,32.66158177,30.64083237,10.59623138,2.027525664,4.17762769,4.477873659,5.740967473,0.139070206,18.55130371,12.06043563,246.8238481
BESC-856,WA/BC,Skykomish,Startup,-121.7908572,47.86082972,145.5,0.394993976,136.9561599,176.384426,34.77514806,29.55918216,10.00355542,2.027731998,3.047841526,3.654534162,5.04624211,0.152175145,20.41077774,9.303287742,246.8247798
BESC-857,WA/BC,Skykomish,Startup,-121.7917552,47.86008968,145.5,0.395675179,137.0446908,171.0373216,32.83509549,29.57113442,9.538800205,2.028924987,3.322236739,3.961271798,5.502270442,0.127595053,17.20920098,9.919370364,246.8258068
BESC-858,WA/BC,Skykomish,Startup,-121.7911402,47.85955802,145.5,0.396471267,142.262165,174.5714109,34.07226138,31.82973205,9.604738246,2.364566644,2.476759857,3.684609573,5.048417532,0.128343046,NA,NA,246.8265447
BESC-859,WA/BC,Skykomish,Startup,-121.7917379,47.85925325,145.5,NA,127.2432169,155.5409424,27.23537156,25.4134675,9.24325039,2.888534178,4.248450835,4.624185949,5.666714999,0.116689637,NA,NA,246.8269676
BESC-86,Columbia,Columbia,Rainier,-122.9919321,46.11770919,19.5,0.403544635,142.410278,182.9901175,37.4980189,31.78495512,10.43936716,2.045030825,2.756513617,3.547997783,4.775596902,0.161485593,NA,NA,255.3123292
BESC-860,WA/BC,Skykomish,Startup,-121.792283,47.85935601,145.5,NA,141.9599729,178.9868411,36.00513949,31.71235516,10.72743194,2.658353458,3.038571618,3.680635221,5.048751831,0.167895113,28.3857142,13.22269122,246.826825
BESC-861,WA/BC,Skykomish,Startup,-121.7904928,47.85937428,145.5,0.395959556,136.3061728,176.4230688,34.88339865,29.10477595,10.26475612,2.923022767,3.891010085,3.927021347,5.506916108,0.14437469,NA,NA,246.8267996
BESC-862,WA/BC,Skykomish,Startup,-121.7899287,47.86065864,145.5,NA,129.573196,155.6786641,27.1120775,26.29182093,9.817554031,2.040953664,2.264504912,3.209829479,5.060128448,0.124547449,NA,NA,246.8250172
BESC-863,WA/BC,Skykomish,Startup,-121.7888436,47.86063383,145.5,NA,147.3872993,187.1880932,39.29073583,34.02195777,10.96504595,2.657509637,3.039932273,3.416066538,5.045757779,0.178168847,NA,NA,246.8250517
BESC-864,WA/BC,Skykomish,Startup,-121.7881671,47.86050936,145.5,0.393034115,133.3278306,162.4105873,29.66626617,27.96504277,8.549233854,2.030256256,2.47550241,3.413438779,5.043458272,0.102524198,NA,NA,246.8252244
BESC-865,WA/BC,Skykomish,Startup,-121.7874464,47.8607262,145.5,NA,132.3139273,159.2793244,28.45990219,27.49043183,9.699919264,2.656018956,2.754853731,3.682567494,5.019521453,0.123458502,NA,NA,246.8249235
BESC-866,WA/BC,Skykomish,Startup,-121.7864095,47.86083056,145.5,0.400550962,136.7747663,165.410847,30.59992708,29.38256396,10.05269687,1.799054618,2.470893311,3.414120891,5.043162239,0.129828607,NA,NA,246.8247786
BESC-867,WA/BC,Skykomish,Sultan,-121.8125956,47.859484,106.9,NA,136.1408835,170.3747911,32.39766122,29.17288099,10.05492213,2.920647706,4.177257748,4.214405224,5.273395299,0.137466937,NA,NA,246.8266474
BESC-868,WA/BC,Skykomish,Sultan,-121.811895,47.85941443,106.9,NA,143.9043996,182.0371398,37.21273062,32.50672229,10.27659415,2.030887639,3.88806399,4.753517624,5.270104473,0.151703793,NA,NA,246.8267439
BESC-869,WA/BC,Skykomish,Sultan,-121.8109786,47.85920455,106.9,0.400763404,140.8797643,176.4023892,34.95270219,31.20441431,10.28946297,2.363029651,2.755683164,3.682567236,5.045580999,0.152189925,24.23423478,17.37494146,246.8270352
BESC-87,Columbia,Columbia,Rainier,-122.9916346,46.11718783,19.5,NA,138.1114073,173.4309644,33.67539351,30.00794596,10.30757817,3.357036682,2.264583413,2.434102468,4.432105423,0.151576343,NA,NA,255.3130528
BESC-870,WA/BC,Skykomish,Sultan,-121.8104372,47.85907111,106.9,NA,153.9965748,195.5464062,42.89654798,37.21604272,10.84594714,4.167956588,3.608954934,4.219690372,5.740936205,0.192640389,26.31632997,15.12319608,246.8272204
BESC-871,WA/BC,Skykomish,Sultan,-121.8092783,47.85796151,106.9,NA,141.1611537,177.5123063,35.27438059,31.25127791,10.55886004,2.922060878,5.033100299,4.997769461,5.743515188,0.153681402,NA,NA,246.8287603
BESC-872,WA/BC,Skykomish,Sultan,-121.8099683,47.85697337,106.9,NA,150.1581807,186.8345197,39.11549851,35.43870727,10.79133068,2.365887394,3.321094354,3.683182389,5.27302604,0.166391817,NA,NA,246.8301316
BESC-873,WA/BC,Skykomish,Sultan,-121.8107548,47.85636024,106.9,NA,142.8096323,174.2393818,33.97596449,32.01081651,10.61463529,2.03027725,2.754323228,3.412920587,5.044207214,0.145063336,NA,NA,246.8309825
BESC-874,WA/BC,Skykomish,Monroe,-121.9612432,47.85164206,35.6,0.399994248,136.0712837,172.7607067,33.64368148,28.93784756,9.614275616,2.027827836,2.467713664,3.101675886,5.019279284,0.14272017,22.43010761,12.29974333,246.8375303
BESC-875,WA/BC,Skykomish,Monroe,-121.9593349,47.85253381,35.6,0.399351328,151.562884,191.4218313,40.99231514,36.12839301,9.22169989,2.029875905,2.471697249,3.152681746,5.047757608,0.141252064,NA,NA,246.8362928
BESC-876,WA/BC,Skykomish,Monroe,-121.9595791,47.85326966,35.6,0.40247842,156.0437259,190.3614042,40.60849985,38.35617273,10.58113748,2.040356008,3.847833329,4.297398856,5.667664549,0.167942848,NA,NA,246.8352716
BESC-877,WA/BC,Skykomish,Monroe,-121.9596304,47.85438177,35.6,NA,140.7959335,177.4078452,35.38429608,31.08595085,10.01564621,3.355179319,2.263581872,3.206863379,5.059123133,0.153643185,NA,NA,246.8337282
BESC-878,WA/BC,Skykomish,Monroe,-121.9585942,47.85462325,35.6,NA,140.8442802,179.5702289,36.21497824,31.23508076,10.04485832,2.045272656,2.265649813,3.2081108,4.740438325,0.165643709,NA,NA,246.8333931
BESC-879,WA/BC,Skykomish,Monroe,-121.9586006,47.85421933,35.6,0.404479535,130.1816041,168.2804657,31.68645347,26.56622854,10.05439242,2.030419777,1.905592555,2.857332214,4.528301554,0.142020225,NA,NA,246.8339536
BESC-88,Columbia,Columbia,Rainier,-122.9904118,46.11696269,19.5,0.398350107,134.1169585,171.9930762,33.24788304,28.2102186,10.23121769,2.657942894,3.606081065,3.96612231,5.74020949,0.144783506,NA,NA,255.3133652
BESC-880,WA/BC,Skykomish,Monroe,-121.9588743,47.85334376,35.6,NA,144.7714383,184.5493351,38.31618612,32.98206225,9.977347209,3.639174751,3.322430549,3.962150237,5.273966814,0.157291425,24.66207015,16.24937814,246.8351687
BESC-881,WA/BC,Skykomish,Monroe,-121.9585187,47.85370812,35.6,NA,132.2807713,160.0128178,28.77350806,27.47359492,10.88636682,2.028974098,4.450762152,4.721179972,5.272404583,0.131670945,22.48196294,17.41007153,246.8346631
BESC-882,WA/BC,Skykomish,Gold Bar,-121.6898906,47.83994646,189.6,NA,140.0925447,180.0087829,36.15701255,30.87962705,9.769032405,2.026827087,3.040138434,3.156897131,4.79905704,0.15652295,NA,NA,246.8537614
BESC-883,WA/BC,Skykomish,Gold Bar,-121.6905334,47.84020613,189.6,NA,141.6101985,182.0823325,37.2240358,31.46397573,10.44679549,3.252603468,3.606316368,4.221700369,5.504454797,0.165777808,24.10197177,15.1835892,246.853401
BESC-884,WA/BC,Skykomish,Gold Bar,-121.6911164,47.84039715,189.6,0.394341117,152.3023355,201.032112,45.32868909,36.42936834,10.51879063,2.028480733,3.604972812,3.933039498,5.274110611,0.173259646,NA,NA,246.8531359
BESC-885,WA/BC,Skykomish,Gold Bar,-121.6916438,47.84074333,189.6,NA,125.6597521,151.6378127,25.76816829,24.8487771,9.935733506,2.362572167,3.895759019,4.158614125,5.2731306,0.118013193,NA,NA,246.8526555
BESC-886,WA/BC,Skykomish,Gold Bar,-121.6920689,47.84110081,189.6,NA,138.7713966,170.0712586,32.59004987,30.21516878,10.7018639,1.799100383,2.473310608,3.412446862,5.045230604,0.138049911,24.01301916,11.9071831,246.8521594
BESC-887,WA/BC,Skykomish,Gold Bar,-121.6923709,47.84152921,189.6,0.396463625,139.7344758,166.7221991,31.15556955,30.64677276,9.823120108,2.88778318,3.32379232,3.926983141,5.505348604,0.132144715,NA,NA,246.8515648
BESC-888,WA/BC,Skykomish,Gold Bar,-121.692822,47.84190841,189.6,NA,151.8399804,194.591301,42.5103533,36.15788189,10.10542295,2.039490921,2.264883506,3.204842792,4.737800531,0.174700276,NA,NA,246.8510386
BESC-889,WA/BC,Skykomish,Gold Bar,-121.6928816,47.84236849,189.6,0.402000542,153.8512955,191.7653831,41.19633758,37.19469789,10.38048304,2.03093112,2.183583638,3.15464675,4.798020345,0.177285715,NA,NA,246.8504001
BESC-89,Columbia,Columbia,Rainier,-122.9898539,46.11673186,19.5,NA,149.131815,188.6109771,39.91122137,34.88418843,11.02826454,2.921508209,2.757799452,3.685056777,5.024190532,0.171594521,NA,NA,255.3136855
BESC-890,WA/BC,Skykomish,Gold Bar,-121.692956,47.84280075,189.6,0.398063716,137.1989766,168.0653084,31.60767809,29.56111928,10.38784459,2.65799847,3.320789706,3.679988736,5.271741305,0.13487258,NA,NA,246.8498002
BESC-891,WA/BC,Skykomish,Gold Bar,-121.6931414,47.84319587,189.6,NA,143.7033666,173.9921255,34.01212517,32.41625337,9.775991794,2.365010334,3.326046294,3.67671656,5.046550674,0.134519816,NA,NA,246.8492519
BESC-892,WA/BC,Skykomish,Gold Bar,-121.6947601,47.84285137,189.6,NA,123.546799,148.7663895,24.83290712,23.8965915,9.37768131,2.031210303,3.607296767,3.927237954,5.506240518,0.111971938,NA,NA,246.84973
BESC-893,WA/BC,Skykomish,Gold Bar,-121.6947911,47.84325245,189.6,0.410679394,133.6643638,160.424141,28.87458748,28.00048492,9.718422447,2.031155672,4.173454522,4.478211871,5.741441722,0.127450012,NA,NA,246.8491733
BESC-894,WA/BC,Skykomish,Gold Bar,-121.6949392,47.84363693,189.6,0.407830595,137.8609125,167.3842701,31.4469037,29.83596704,9.879786712,2.028522106,3.888483353,4.214811958,5.506161117,0.130259903,NA,NA,246.8486398
BESC-895,WA/BC,Skykomish,Gold Bar,-121.6945676,47.84423028,189.6,0.407238247,118.6010088,141.3275799,22.46535155,22.13679884,8.893703345,1.535766958,3.03985821,3.678805156,5.025959096,0.126372255,NA,NA,246.8478163
BESC-896,WA/BC,Skykomish,Gold Bar,-121.6944021,47.8447306,189.6,0.39837895,142.8249327,188.5924114,39.8984343,32.05705096,10.12412728,2.029039534,2.757130541,3.152938502,5.046983908,0.163203526,NA,NA,246.847122
BESC-897,WA/BC,Skykomish,Gold Bar,-121.6942233,47.84516394,189.6,NA,136.8706036,169.7283114,32.24000976,29.47732267,10.14648785,2.364939503,3.606193856,4.481419971,5.501850932,0.145105633,NA,NA,246.8465206
BESC-898,WA/BC,Skykomish,Gold Bar,-121.6944737,47.84568052,189.6,0.397551138,157.4207461,199.2228062,44.6185532,38.95337169,9.899781043,2.029225937,2.473989975,3.412036276,5.275115529,0.164757102,19.08983239,8.092602353,246.8458037
BESC-899,WA/BC,Skykomish,Gold Bar,-121.6945299,47.84609785,189.6,0.397589776,146.5805198,177.4872431,35.41336415,33.70587582,10.78481477,2.032692369,3.887571671,4.182415349,5.245679274,0.149690609,NA,NA,246.8452245
BESC-9,Columbia,Columbia,Willow Grove,-123.0477389,46.16756273,22.4,NA,122.3148282,148.3732539,24.6157342,23.41778301,9.738214314,2.921949987,2.468917877,2.858271039,4.531317383,0.11192684,NA,NA,254.243143
BESC-90,Columbia,Columbia,Rainier,-122.9895583,46.11647042,19.5,NA,142.6446829,175.9067342,34.65921875,31.91864056,9.860328496,3.020797588,4.173650981,4.453543832,5.273351703,0.131211512,NA,NA,255.3140484
BESC-900,WA/BC,Skykomish,Gold Bar,-121.6947495,47.84669741,189.6,NA,154.1621609,187.9729046,39.56834492,37.30727722,10.54253096,2.028559067,3.449495315,4.300592576,5.056065878,0.15777791,NA,NA,246.8443925
BESC-901,WA/BC,Skykomish,Gold Bar,-121.6946422,47.84785738,189.6,NA,149.0446855,187.1113059,39.27787567,34.9251526,10.8953224,2.365781708,4.177811167,4.479540278,5.275012117,0.16149842,NA,NA,246.8427827
BESC-902,WA/BC,Skykomish,Gold Bar,-121.6950348,47.84819132,189.6,NA,137.498139,169.693233,32.39030862,29.71166561,10.12920872,2.028437173,4.173433414,4.482783924,5.738797544,0.14436764,NA,13.76934409,246.8423192
BESC-903,WA/BC,Skykomish,Gold Bar,-121.6953032,47.84867261,189.6,NA,135.5764851,174.6101184,34.28794987,28.82267145,10.29568366,2.042740964,3.459090702,4.299220966,5.360813022,0.147904436,NA,NA,246.8416513
BESC-904,WA/BC,Skykomish,Gold Bar,-121.6953388,47.8491202,189.6,0.395205602,142.0324185,175.5416147,34.63593886,31.66160341,10.37272013,2.025545167,2.754040902,3.409965327,5.270038573,0.157617981,NA,NA,246.8410301
BESC-905,WA/BC,Skykomish,Gold Bar,-121.695294,47.84957668,189.6,NA,139.2419161,177.8865901,35.48261892,30.46187265,10.32361694,2.658852547,2.757189158,3.410063622,4.798949087,0.162007459,NA,NA,246.8403966
BESC-906,WA/BC,Skykomish,Gold Bar,-121.6948669,47.84994431,189.6,NA,141.9744746,176.192302,34.83917395,31.65462136,10.36305066,2.027585245,3.321560311,3.929105817,5.274569093,0.137325735,20.05273773,14.91493077,246.8398865
BESC-907,WA/BC,Skykomish,Sultan,-121.7904175,47.85779924,106.9,NA,131.4311863,159.3242978,28.46554517,27.11778134,9.92646962,2.026544085,4.174896179,4.214902639,5.506449688,0.131979034,NA,NA,246.8289855
BESC-908,WA/BC,Skykomish,Sultan,-121.7899223,47.85824977,106.9,0.400154567,130.7884672,170.4137807,32.54580028,26.85219475,9.992689859,2.030885542,3.317653099,3.928147405,5.504833489,0.138873596,NA,NA,246.8283602
BESC-909,WA/BC,Skykomish,Sultan,-121.789127,47.85798113,106.9,NA,146.3244453,179.7643927,36.28083232,33.71724388,10.66914943,2.029594159,2.474237841,3.159031418,5.044529942,0.166583262,NA,NA,246.828733
BESC-91,Columbia,Columbia,Rainier,-122.9892135,46.11590859,19.5,0.405618194,126.6752655,160.0940964,28.8251284,25.132908,10.12967031,2.36333548,2.47082473,3.155232602,4.80097114,0.13468413,NA,NA,255.3148281
BESC-910,WA/BC,Skykomish,Sultan,-121.7888267,47.85813016,106.9,NA,124.6316082,155.7455389,27.31407458,24.36049698,9.729240082,3.254205437,3.606920172,3.961735429,5.74617502,0.122146715,NA,NA,246.8285262
BESC-911,WA/BC,Skykomish,Sultan,-121.7877738,47.85841305,106.9,NA,154.2653663,193.3874087,41.95308807,37.35119837,10.66057661,3.554234539,3.323155814,3.681046302,5.273665386,0.175998205,NA,NA,246.8281336
BESC-92,Columbia,Columbia,Rainier,-122.9885576,46.11594932,19.5,NA,135.2004583,164.5881242,30.42631126,28.78740383,10.28097842,2.658872158,2.75778919,3.414682011,4.561954225,0.133103595,NA,NA,255.3147715
BESC-93,Columbia,Columbia,Rainier,-122.9882303,46.11557675,19.5,NA,132.5848654,162.3082375,29.51006974,27.64533078,10.14218636,2.04244562,2.658899655,3.567518163,5.060760368,0.132694794,NA,NA,255.3152886
BESC-94,Columbia,Columbia,Rainier,-122.9878133,46.11517123,19.5,0.403752744,134.0089318,161.3853913,29.28498505,28.15392824,9.849340663,2.028990966,2.469443289,3.151666656,5.046060286,0.11767596,NA,NA,255.3158514
BESC-95,Columbia,Columbia,Rainier,-122.9872308,46.11457452,19.5,0.398058801,133.3507572,155.9243811,27.23154546,27.85229297,9.937520818,2.030698748,3.606008194,4.214418079,5.048101811,0.121511391,NA,NA,255.3166795
BESC-96,Columbia,Columbia,Rainier,-122.9866969,46.1145394,19.5,NA,140.4795314,175.6292355,34.53267355,30.98779395,10.88433515,3.257082184,3.887679799,4.219053434,5.276573876,0.151309307,NA,NA,255.3167282
BESC-97,Columbia,Columbia,Rainier,-122.9862172,46.11426531,19.5,0.396769008,148.9012228,182.3704005,37.18669698,34.81388487,10.32029646,3.557751435,2.468991704,3.103339255,4.801503558,0.162545848,NA,NA,255.3171086
BESC-98,Columbia,Columbia,Rainier,-122.9856071,46.11349954,19.5,0.384819981,138.5830544,178.3876765,35.57631527,30.24711163,10.24786345,3.355537278,3.057612795,3.569421921,4.742841111,0.161169627,NA,NA,255.3181713
BESC-99,Columbia,Columbia,Rainier,-122.9858043,46.11281793,19.5,0.401534384,148.2949838,179.4079715,36.14247493,34.50439581,10.77782148,3.254046986,2.185590724,2.861171388,4.561066443,0.149159783,NA,NA,255.3191173
BLCG-28-1,WA/BC,Vancouver I. East,BLCG,-125.1833333,49.83333333,91,0.395960681,124.3297381,155.5750955,26.97301626,24.29533815,9.51619887,1.212743122,4.457012729,4.75137612,5.501701533,0.119000821,22.57062344,17.40543259,235.0188951
BLCG-28-3,WA/BC,Vancouver I. East,BLCG,-125.1833333,49.83333333,91,NA,129.21768,160.044963,28.67960384,26.17048147,9.563484487,1.530214632,4.453740926,4.749906671,5.74472959,0.119660026,NA,NA,235.0188951
CA-01-01,Tahoe,Tahoe,Tahoe,-120.08731,38.88178,2144,NA,NA,NA,NA,NA,NA,2.240686374,4.409687482,4.476116645,5.522007968,NA,NA,NA,NA
CA-01-02,Tahoe,Tahoe,Tahoe,-120.08731,38.88178,2144,NA,NA,NA,NA,NA,NA,1.462184992,NA,NA,NA,NA,NA,NA,NA
CA-01-03,Tahoe,Tahoe,Tahoe,-120.08731,38.88178,2144,NA,NA,NA,NA,NA,NA,1.197643085,NA,NA,NA,NA,NA,NA,NA
CA-01-04,Tahoe,Tahoe,Tahoe,-120.08731,38.88178,2144,NA,NA,NA,NA,NA,NA,1.199478166,NA,NA,NA,NA,NA,NA,NA
CA-01-05,Tahoe,Tahoe,Tahoe,-120.08731,38.88178,2144,NA,NA,NA,NA,NA,NA,1.463272934,4.402635507,5.00466048,5.517926758,NA,NA,NA,NA
CA-02-01,Tahoe,Tahoe,Tahoe,-120.16277,39.11053,2012,NA,NA,NA,NA,NA,NA,1.200294442,NA,NA,NA,NA,NA,NA,NA
CA-02-02,Tahoe,Tahoe,Tahoe,-120.16277,39.11053,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-02-03,Tahoe,Tahoe,Tahoe,-120.16277,39.11053,2012,NA,NA,NA,NA,NA,NA,2.071560538,3.090045037,3.919949734,5.520156712,NA,NA,NA,NA
CA-02-04,Tahoe,Tahoe,Tahoe,-120.16277,39.11053,2012,NA,NA,NA,NA,NA,NA,1.194925284,NA,NA,NA,NA,NA,NA,NA
CA-03-01,Tahoe,Tahoe,Tahoe,-120.21178,39.25018,1854,NA,NA,NA,NA,NA,NA,1.466057139,4.402093382,5.004681527,5.514580432,0.112093218,NA,NA,NA
CA-04-01,Tahoe,Tahoe,Tahoe,-120.39496,39.33148,2051,NA,NA,NA,NA,NA,9.619416258,0.907998553,5.716376802,NA,NA,0.141007989,NA,NA,NA
CA-04-02,Tahoe,Tahoe,Tahoe,-120.39496,39.33148,2051,NA,NA,NA,NA,NA,NA,1.190429659,NA,NA,NA,NA,NA,NA,NA
CA-04-03,Tahoe,Tahoe,Tahoe,-120.39496,39.33148,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-04-04,Tahoe,Tahoe,Tahoe,-120.39496,39.33148,2051,NA,NA,NA,NA,NA,NA,1.196574895,NA,NA,NA,NA,NA,NA,NA
CA-04-05,Tahoe,Tahoe,Tahoe,-120.39496,39.33148,2051,NA,NA,NA,NA,NA,NA,1.46233571,4.406579651,5.000128134,5.517454836,0.121627896,NA,NA,NA
CA-05-01,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,NA,4.403397469,4.997963063,5.523457445,NA,NA,NA,NA
CA-05-02,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,2.070758845,4.405472166,4.46823018,5.521621801,NA,NA,NA,NA
CA-05-03,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,1.450855261,NA,NA,NA,NA,NA,NA,NA
CA-05-04,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,8.554080592,1.460756243,4.404134752,5.002715253,5.52021867,0.118908926,NA,NA,NA
CA-05-05,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-05-06,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-05-07,Tahoe,Tahoe,Tahoe,-120.50216,39.31732,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHWH-27-1,WA/BC,Chilliwack,CHWH,-121.5166667,49.1,480,NA,126.4953747,151.8014162,25.89134994,25.15369508,10.12137448,2.028888586,3.608283493,4.214707931,5.275108155,0.114146106,20.59533331,19.73922589,238.3927623
CHWH-27-2,WA/BC,Chilliwack,CHWH,-121.5166667,49.1,480,0.385366975,137.3448048,180.0106507,36.4459232,29.52420522,10.19661853,2.031676983,2.755211961,3.684670631,4.798713351,0.153949976,NA,NA,238.3927623
CHWH-27-3,WA/BC,Chilliwack,CHWH,-121.5166667,49.1,480,0.391187665,153.5677098,197.0425245,43.53210992,36.98193826,10.6048261,1.21402886,2.755996766,3.413652497,5.044983373,0.181207648,NA,NA,238.3927623
CHWH-27-4,WA/BC,Chilliwack,CHWH,-121.5166667,49.1,480,NA,124.4944314,151.9153518,25.79891735,24.33411195,9.695484136,2.040563028,3.454533049,3.948096929,5.355170046,0.11438582,NA,NA,238.3927623
CHWH-27-5,WA/BC,Chilliwack,CHWH,-121.5166667,49.1,480,NA,150.6979554,189.1983928,40.1505245,35.68784278,10.38676995,1.083933164,2.187824374,3.158551979,4.801823407,0.174136829,19.9057238,11.01771632,238.3927623
CHWI-27-4,WA/BC,Chilliwack,CHWI,-121.6333333,49.1,360,NA,128.0033454,155.7587791,27.20068343,25.65756938,9.898686081,1.703570652,4.246619252,4.304464334,5.358038493,0.11432722,NA,NA,238.3927623
CHWJ-27-1,WA/BC,Chilliwack,CHWJ,-121.7333333,49.08,280,0.396196476,126.3606912,153.7615697,26.52846886,25.16029505,10.05311032,1.708516481,3.054580517,3.94972654,5.359560294,0.123800831,NA,NA,238.4205181
CHWJ-27-2,WA/BC,Chilliwack,CHWJ,-121.7166667,49.08333333,280,NA,129.9286604,156.648987,27.55457389,26.50655311,11.07607145,2.026245663,3.602092756,3.965309644,5.045064226,0.12426373,NA,NA,238.4158921
CHWK-27-2,WA/BC,Chilliwack,CHWK,-121.7333333,49.08,280,0.401243898,141.4421543,174.6327244,34.19745756,31.40432909,10.36272822,1.533659333,3.316978528,3.928287934,5.272829825,0.164971066,NA,NA,238.4205181
CHWK-27-3,WA/BC,Chilliwack,CHWK,-121.7333333,49.08,280,0.4051893,130.1716814,157.225931,27.80019228,26.6217932,10.13483891,1.535847322,4.173905151,5.002304488,5.505115834,0.129347536,21.53789913,13.71716113,238.4205181
CHWK-27-4,WA/BC,Chilliwack,CHWK,-121.7333333,49.08,280,0.399827459,124.715656,154.1045297,26.58176174,24.41605734,10.0377232,1.212598455,3.610972683,3.64853421,5.271820547,0.127754303,NA,NA,238.4205181
CMBF-28-1,WA/BC,Vancouver I. East,CMBF,-125.25,49.95,76,NA,136.440364,167.7659477,31.60509269,29.21099625,10.88655184,1.53341969,4.459755701,4.481782375,5.739550279,0.145005146,22.28839318,14.11930364,234.8569863
CMBF-28-2,WA/BC,Vancouver I. East,CMBF,-125.25,49.95,76,0.394640568,140.2323546,183.7027258,37.80652913,30.90814665,10.08368851,1.533131575,5.026453635,5.002289483,5.742337405,0.154902224,NA,NA,234.8569863
CMBF-28-3,WA/BC,Vancouver I. East,CMBF,-125.25,49.95,76,NA,137.958836,168.8247668,32.03058634,29.93975284,8.960283002,1.214051811,4.174662754,4.748170958,5.505862619,0.100214029,NA,NA,234.8569863
CMBF-28-4,WA/BC,Vancouver I. East,CMBF,-125.25,49.95,76,0.397264791,133.0493122,163.2672128,29.92911785,27.79992122,9.711806699,2.035841621,3.887160053,3.928484051,5.276013164,0.128716065,25.24841943,14.30483135,234.8569863
CMBF-28-5,WA/BC,Vancouver I. East,CMBF,-125.25,49.95,76,NA,170.6425155,219.9485062,54.18912504,45.74247388,11.06002188,2.026253216,2.755780307,3.960624055,5.505757807,0.186688268,NA,NA,234.8569863
CNYH-28-2,WA/BC,Vancouver I. East,CNYH,-125.0666667,49.66666667,76,NA,143.0158406,181.3802894,36.9569582,32.13933421,10.69686239,2.027239539,4.742786737,4.727752174,5.72013609,0.162283586,21.8366467,14.22829357,235.2501932
CNYH-28-3,WA/BC,Vancouver I. East,CNYH,-125.0666667,49.66666667,76,NA,125.9489763,155.8214256,27.13502691,24.88671559,8.752581959,1.536210105,4.7463356,4.751822755,5.741768525,0.109758271,22.54344308,12.20080452,235.2501932
CNYH-28-4,WA/BC,Vancouver I. East,CNYH,-125.0666667,49.66666667,76,0.401185318,124.4504795,151.4620322,25.71789437,24.25864582,9.741328443,1.083902612,3.891359597,4.452852151,5.273084575,0.114455882,24.32661919,13.96565555,235.2501932
CNYH-28-5,WA/BC,Vancouver I. East,CNYH,-125.0666667,49.66666667,76,NA,126.3088211,153.6964295,26.52267385,24.94793141,9.533509625,1.470177559,3.756563708,4.471325672,5.518872146,0.132390206,NA,NA,235.2501932
DENA-17-1,WA/BC,Dean,DENA,-126.6206,52.7828,213,0.41961582,124.9459849,153.7891364,26.4852777,24.59842348,9.61852363,2.038510583,4.245327142,4.660832454,5.353233735,0.116611768,NA,NA,225.5010364
DENA-17-2,WA/BC,Dean,DENA,-126.6206,52.7828,213,0.407584101,110.8328233,131.1366897,19.24747933,19.28185428,8.587071496,1.533891272,5.59320337,5.526909875,5.737496403,0.088701116,NA,NA,225.5010364
DENA-17-3,WA/BC,Dean,DENA,-126.6206,52.7828,213,0.40867866,121.6672123,149.4742142,25.14496219,23.30144329,9.693562551,1.210549024,5.596551644,5.521435443,5.742486985,0.119508842,NA,NA,225.5010364
DENA-17-4,WA/BC,Dean,DENA,-126.6206,52.7828,213,NA,112.7837798,134.0198582,20.09155461,20.0469479,8.329376364,1.536844203,4.742763767,5.002210686,5.74233003,0.087926679,NA,NA,225.5010364
DENB-17-1,WA/BC,Dean,DENB,-126.6891,52.8372,152,0.405637736,125.8581467,152.649022,26.17773982,24.84497501,9.507103495,1.207382043,4.744401,5.258732493,5.503927334,0.112959824,21.43895517,12.56465277,225.4255406
DENB-17-2,WA/BC,Dean,DENB,-126.6891,52.8372,152,NA,117.3595058,142.1232591,22.58557385,21.59637139,9.172340566,1.432006248,5.030547394,5.004020984,5.744498013,0.115370551,NA,NA,225.4255406
DENB-17-3,WA/BC,Dean,DENB,-126.6891,52.8372,152,NA,118.6576358,143.427773,23.03724398,22.07426663,9.198237233,2.029052647,5.311914597,5.263286095,5.738365552,0.104629992,19.65384982,13.88837353,225.4255406
